,original_state,end_state,action,episode
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6194987e-16  1.8643486e-16  4.2015782e-15
  3.0909291e-17 -9.8519620e-16  7.1234772e-16 -1.1606675e-16
 -1.1232651e-15  1.7779440e-15  1.3663948e-15 -4.0091769e-16
  1.9622337e-16 -3.4124859e-15  1.5027714e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2928441e-15  3.0198469e-16  3.8913812e-15
  6.5186263e-16  1.5887397e-15  8.3588504e-16 -1.2088702e-16
 -1.0503215e-15  1.7871766e-15  1.3891095e-15 -3.9374771e-16
  1.7593477e-16 -3.4183090e-15  1.4402831e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",227.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2928441e-15  3.0198469e-16  3.8913812e-15
  6.5186263e-16  1.5887397e-15  8.3588504e-16 -1.2088702e-16
 -1.0503215e-15  1.7871766e-15  1.3891095e-15 -3.9374771e-16
  1.7593477e-16 -3.4183090e-15  1.4402831e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9386368e-16  5.9108850e-16  3.9378367e-15
 -8.1199569e-16 -1.0695522e-15  5.5537637e-16 -1.1714133e-16
 -1.0666333e-15  1.7853411e-15  1.3841230e-15 -3.9839824e-16
  1.7832922e-16 -3.4161000e-15  1.4556644e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",228.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9386368e-16  5.9108850e-16  3.9378367e-15
 -8.1199569e-16 -1.0695522e-15  5.5537637e-16 -1.1714133e-16
 -1.0666333e-15  1.7853411e-15  1.3841230e-15 -3.9839824e-16
  1.7832922e-16 -3.4161000e-15  1.4556644e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4610856e-16  7.1113551e-16  3.4983587e-15
 -6.2828907e-16  4.8477845e-16  6.0286183e-16 -1.1586160e-16
 -1.0471751e-15  1.7842175e-15  1.3896750e-15 -3.9672538e-16
  1.7031035e-16 -3.4145105e-15  1.4411104e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",229.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4610856e-16  7.1113551e-16  3.4983587e-15
 -6.2828907e-16  4.8477845e-16  6.0286183e-16 -1.1586160e-16
 -1.0471751e-15  1.7842175e-15  1.3896750e-15 -3.9672538e-16
  1.7031035e-16 -3.4145105e-15  1.4411104e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.5995660e-17  7.0527478e-16  3.8271049e-15
 -9.3116757e-16 -6.8179980e-16  5.3631421e-16 -1.1795678e-16
 -1.0385603e-15  1.7885090e-15  1.3923051e-15 -3.9681691e-16
  1.7018205e-16 -3.4176454e-15  1.4323053e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",230.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.5995660e-17  7.0527478e-16  3.8271049e-15
 -9.3116757e-16 -6.8179980e-16  5.3631421e-16 -1.1795678e-16
 -1.0385603e-15  1.7885090e-15  1.3923051e-15 -3.9681691e-16
  1.7018205e-16 -3.4176454e-15  1.4323053e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1353362e-15 -8.0813647e-17  4.2150625e-15
  1.2939510e-15  1.2450403e-15  9.5386953e-16 -1.2123892e-16
 -1.1038527e-15  1.7785746e-15  1.3720028e-15 -3.9469186e-16
  1.9112385e-16 -3.4145031e-15  1.4869505e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",231.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1353362e-15 -8.0813647e-17  4.2150625e-15
  1.2939510e-15  1.2450403e-15  9.5386953e-16 -1.2123892e-16
 -1.1038527e-15  1.7785746e-15  1.3720028e-15 -3.9469186e-16
  1.9112385e-16 -3.4145031e-15  1.4869505e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3238814e-16  5.4647728e-16  3.8536679e-15
 -3.7939548e-16  9.9584499e-17  6.4731417e-16 -1.1618650e-16
 -1.0422494e-15  1.7886801e-15  1.3923648e-15 -3.9735102e-16
  1.7087009e-16 -3.4173218e-15  1.4342718e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",232.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3238814e-16  5.4647728e-16  3.8536679e-15
 -3.7939548e-16  9.9584499e-17  6.4731417e-16 -1.1618650e-16
 -1.0422494e-15  1.7886801e-15  1.3923648e-15 -3.9735102e-16
  1.7087009e-16 -3.4173218e-15  1.4342718e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7313450e-16  3.5098562e-16  4.1348667e-15
 -4.7837520e-16 -1.5396387e-15  6.1824654e-16 -1.1394373e-16
 -1.1135497e-15  1.7805674e-15  1.3703624e-15 -4.0381271e-16
  1.9220435e-16 -3.4134041e-15  1.4943673e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",233.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7313450e-16  3.5098562e-16  4.1348667e-15
 -4.7837520e-16 -1.5396387e-15  6.1824654e-16 -1.1394373e-16
 -1.1135497e-15  1.7805674e-15  1.3703624e-15 -4.0381271e-16
  1.9220435e-16 -3.4134041e-15  1.4943673e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0678832e-15  4.2585796e-16  3.7799205e-15
  2.9852954e-16  1.2829342e-15  7.6800308e-16 -1.2027083e-16
 -1.0499474e-15  1.7867241e-15  1.3895184e-15 -3.9332878e-16
  1.7465735e-16 -3.4178633e-15  1.4407260e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",234.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0678832e-15  4.2585796e-16  3.7799205e-15
  2.9852954e-16  1.2829342e-15  7.6800308e-16 -1.2027083e-16
 -1.0499474e-15  1.7867241e-15  1.3895184e-15 -3.9332878e-16
  1.7465735e-16 -3.4178633e-15  1.4407260e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2080893e-16  6.4505466e-16  3.8936453e-15
 -8.6634742e-16 -9.3255299e-16  5.4468872e-16 -1.1751503e-16
 -1.0555156e-15  1.7870731e-15  1.3874987e-15 -3.9789910e-16
  1.7491965e-16 -3.4170999e-15  1.4461341e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",235.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2080893e-16  6.4505466e-16  3.8936453e-15
 -8.6634742e-16 -9.3255299e-16  5.4468872e-16 -1.1751503e-16
 -1.0555156e-15  1.7870731e-15  1.3874987e-15 -3.9789910e-16
  1.7491965e-16 -3.4170999e-15  1.4461341e-15]","[ 5.49163222e-01  9.82131541e-01 -1.56724621e-02  9.53098759e-02
  1.61517948e-01 -5.24010837e-01  5.23454487e-01 -5.23700058e-01
 -1.22191489e+00  5.23906291e-01 -1.22206390e+00  5.23678303e-01
  5.23179531e-01  7.41915470e-16  3.60558315e-16  3.78548384e-15
  1.01147354e-16  6.30288704e-16  7.44427611e-16 -1.14347529e-16
 -1.07691515e-15  1.78038427e-15  1.38048900e-15 -3.99507034e-16
  1.78797339e-16 -3.41253756e-15  1.46655867e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",236.0
0,"[ 5.49163222e-01  9.82131541e-01 -1.56724621e-02  9.53098759e-02
  1.61517948e-01 -5.24010837e-01  5.23454487e-01 -5.23700058e-01
 -1.22191489e+00  5.23906291e-01 -1.22206390e+00  5.23678303e-01
  5.23179531e-01  7.41915470e-16  3.60558315e-16  3.78548384e-15
  1.01147354e-16  6.30288704e-16  7.44427611e-16 -1.14347529e-16
 -1.07691515e-15  1.78038427e-15  1.38048900e-15 -3.99507034e-16
  1.78797339e-16 -3.41253756e-15  1.46655867e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.2968138e-17  6.5588456e-16  3.8364113e-15
 -7.7676849e-16 -4.6549357e-16  5.6891492e-16 -1.1682735e-16
 -1.0397072e-15  1.7884893e-15  1.3929040e-15 -3.9667567e-16
  1.6946732e-16 -3.4172460e-15  1.4322258e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",237.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.2968138e-17  6.5588456e-16  3.8364113e-15
 -7.7676849e-16 -4.6549357e-16  5.6891492e-16 -1.1682735e-16
 -1.0397072e-15  1.7884893e-15  1.3929040e-15 -3.9667567e-16
  1.6946732e-16 -3.4172460e-15  1.4322258e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6130154e-16  1.8514118e-16  4.2016091e-15
  3.2826815e-17 -9.8532262e-16  7.1299295e-16 -1.1617658e-16
 -1.1234359e-15  1.7778487e-15  1.3669851e-15 -4.0109414e-16
  1.9604724e-16 -3.4123768e-15  1.5031215e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",238.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6130154e-16  1.8514118e-16  4.2016091e-15
  3.2826815e-17 -9.8532262e-16  7.1299295e-16 -1.1617658e-16
 -1.1234359e-15  1.7778487e-15  1.3669851e-15 -4.0109414e-16
  1.9604724e-16 -3.4123768e-15  1.5031215e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2931998e-15  3.0063902e-16  3.8916857e-15
  6.5410494e-16  1.5884755e-15  8.3602586e-16 -1.1987758e-16
 -1.0503771e-15  1.7871256e-15  1.3891338e-15 -3.9324778e-16
  1.7528824e-16 -3.4184259e-15  1.4397195e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",239.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2931998e-15  3.0063902e-16  3.8916857e-15
  6.5410494e-16  1.5884755e-15  8.3602586e-16 -1.1987758e-16
 -1.0503771e-15  1.7871256e-15  1.3891338e-15 -3.9324778e-16
  1.7528824e-16 -3.4184259e-15  1.4397195e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9326531e-16  5.9004945e-16  3.9378960e-15
 -8.1009675e-16 -1.0694638e-15  5.5611752e-16 -1.1713752e-16
 -1.0665147e-15  1.7852810e-15  1.3842183e-15 -3.9896353e-16
  1.7847462e-16 -3.4162310e-15  1.4556082e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",240.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9326531e-16  5.9004945e-16  3.9378960e-15
 -8.1009675e-16 -1.0694638e-15  5.5611752e-16 -1.1713752e-16
 -1.0665147e-15  1.7852810e-15  1.3842183e-15 -3.9896353e-16
  1.7847462e-16 -3.4162310e-15  1.4556082e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4630486e-16  7.1027080e-16  3.4987098e-15
 -6.2670025e-16  4.8468120e-16  6.0331886e-16 -1.1605017e-16
 -1.0467140e-15  1.7842686e-15  1.3892455e-15 -3.9671053e-16
  1.7007154e-16 -3.4143928e-15  1.4409802e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",241.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4630486e-16  7.1027080e-16  3.4987098e-15
 -6.2670025e-16  4.8468120e-16  6.0331886e-16 -1.1605017e-16
 -1.0467140e-15  1.7842686e-15  1.3892455e-15 -3.9671053e-16
  1.7007154e-16 -3.4143928e-15  1.4409802e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.5937089e-17  7.0438164e-16  3.8269525e-15
 -9.2985170e-16 -6.8226969e-16  5.3612177e-16 -1.1722910e-16
 -1.0384970e-15  1.7884679e-15  1.3925191e-15 -3.9701755e-16
  1.6968508e-16 -3.4175876e-15  1.4324802e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",242.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.5937089e-17  7.0438164e-16  3.8269525e-15
 -9.2985170e-16 -6.8226969e-16  5.3612177e-16 -1.1722910e-16
 -1.0384970e-15  1.7884679e-15  1.3925191e-15 -3.9701755e-16
  1.6968508e-16 -3.4175876e-15  1.4324802e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1356254e-15 -8.1165973e-17  4.2152319e-15
  1.2952159e-15  1.2452423e-15  9.5386635e-16 -1.2141835e-16
 -1.1036815e-15  1.7785439e-15  1.3715278e-15 -3.9500317e-16
  1.9131768e-16 -3.4143242e-15  1.4868925e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",243.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1356254e-15 -8.1165973e-17  4.2152319e-15
  1.2952159e-15  1.2452423e-15  9.5386635e-16 -1.2141835e-16
 -1.1036815e-15  1.7785439e-15  1.3715278e-15 -3.9500317e-16
  1.9131768e-16 -3.4143242e-15  1.4868925e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3235269e-16  5.4608405e-16  3.8538945e-15
 -3.7861306e-16  9.9511859e-17  6.4718860e-16 -1.1614725e-16
 -1.0422201e-15  1.7886176e-15  1.3920280e-15 -3.9719265e-16
  1.7042389e-16 -3.4172174e-15  1.4340797e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",244.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3235269e-16  5.4608405e-16  3.8538945e-15
 -3.7861306e-16  9.9511859e-17  6.4718860e-16 -1.1614725e-16
 -1.0422201e-15  1.7886176e-15  1.3920280e-15 -3.9719265e-16
  1.7042389e-16 -3.4172174e-15  1.4340797e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7292856e-16  3.5045551e-16  4.1341425e-15
 -4.7771965e-16 -1.5396858e-15  6.1853718e-16 -1.1389695e-16
 -1.1135944e-15  1.7805456e-15  1.3704505e-15 -4.0353097e-16
  1.9205056e-16 -3.4133086e-15  1.4941144e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",245.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7292856e-16  3.5045551e-16  4.1341425e-15
 -4.7771965e-16 -1.5396858e-15  6.1853718e-16 -1.1389695e-16
 -1.1135944e-15  1.7805456e-15  1.3704505e-15 -4.0353097e-16
  1.9205056e-16 -3.4133086e-15  1.4941144e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0676463e-15  4.2601427e-16  3.7796410e-15
  2.9866662e-16  1.2828742e-15  7.6800260e-16 -1.2035588e-16
 -1.0500221e-15  1.7866161e-15  1.3894368e-15 -3.9344217e-16
  1.7508805e-16 -3.4177102e-15  1.4405344e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",246.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0676463e-15  4.2601427e-16  3.7796410e-15
  2.9866662e-16  1.2828742e-15  7.6800260e-16 -1.2035588e-16
 -1.0500221e-15  1.7866161e-15  1.3894368e-15 -3.9344217e-16
  1.7508805e-16 -3.4177102e-15  1.4405344e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2081631e-16  6.4488086e-16  3.8929727e-15
 -8.6675674e-16 -9.3297312e-16  5.4522277e-16 -1.1701023e-16
 -1.0558973e-15  1.7869990e-15  1.3877247e-15 -3.9832942e-16
  1.7509332e-16 -3.4171782e-15  1.4463703e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",247.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2081631e-16  6.4488086e-16  3.8929727e-15
 -8.6675674e-16 -9.3297312e-16  5.4522277e-16 -1.1701023e-16
 -1.0558973e-15  1.7869990e-15  1.3877247e-15 -3.9832942e-16
  1.7509332e-16 -3.4171782e-15  1.4463703e-15]","[ 5.49163222e-01  9.82131541e-01 -1.56724621e-02  9.53098759e-02
  1.61517948e-01 -5.24010837e-01  5.23454487e-01 -5.23700058e-01
 -1.22191489e+00  5.23906291e-01 -1.22206390e+00  5.23678303e-01
  5.23179531e-01  7.41870472e-16  3.61426338e-16  3.78695937e-15
  1.00715864e-16  6.31010588e-16  7.44097745e-16 -1.14698068e-16
 -1.07666580e-15  1.78044399e-15  1.38013081e-15 -3.98779538e-16
  1.79419856e-16 -3.41246535e-15  1.46543741e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",248.0
0,"[ 5.49163222e-01  9.82131541e-01 -1.56724621e-02  9.53098759e-02
  1.61517948e-01 -5.24010837e-01  5.23454487e-01 -5.23700058e-01
 -1.22191489e+00  5.23906291e-01 -1.22206390e+00  5.23678303e-01
  5.23179531e-01  7.41870472e-16  3.61426338e-16  3.78695937e-15
  1.00715864e-16  6.31010588e-16  7.44097745e-16 -1.14698068e-16
 -1.07666580e-15  1.78044399e-15  1.38013081e-15 -3.98779538e-16
  1.79419856e-16 -3.41246535e-15  1.46543741e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.3004005e-17  6.5589557e-16  3.8357616e-15
 -7.7643042e-16 -4.6520278e-16  5.6899671e-16 -1.1672081e-16
 -1.0396873e-15  1.7884643e-15  1.3932524e-15 -3.9697385e-16
  1.6922887e-16 -3.4173913e-15  1.4318433e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",249.0
